booking_id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,stays_in_weekend_nights,total_nights,adr
1338,Resort Hotel,67,2015,August,35,4,2,6,109.83
1339,Resort Hotel,35,2015,August,35,4,2,6,141.67
1340,Resort Hotel,21,2015,August,35,4,2,6,175.0
1341,Resort Hotel,50,2015,August,35,5,2,7,98.63
1342,Resort Hotel,28,2015,August,35,5,2,7,166.14
1343,Resort Hotel,30,2015,August,35,5,2,7,150.71
1344,Resort Hotel,127,2015,August,35,3,2,5,97.74
1345,Resort Hotel,29,2015,August,35,5,2,7,189.86
1346,Resort Hotel,66,2015,August,35,5,2,7,97.5
1347,Resort Hotel,59,2015,August,35,7,2,9,123.11
1348,Resort Hotel,28,2015,August,35,3,2,5,104.8
1349,Resort Hotel,59,2015,August,35,1,1,2,164.0
1350,Resort Hotel,0,2015,August,35,1,1,2,134.0
1351,Resort Hotel,47,2015,August,35,1,1,2,146.0
1352,Resort Hotel,47,2015,August,35,1,2,3,103.18
1353,Resort Hotel,47,2015,August,35,1,2,3,103.18
1354,Resort Hotel,57,2015,August,35,1,0,1,164.0
1355,Resort Hotel,1,2015,August,35,2,2,4,142.5
1356,Resort Hotel,4,2015,August,35,2,2,4,77.5
1357,Resort Hotel,32,2015,August,35,3,2,5,135.2
1358,Resort Hotel,24,2015,August,35,3,2,5,149.0
1359,Resort Hotel,11,2015,August,35,3,2,5,140.4
1360,Resort Hotel,136,2015,August,35,3,2,5,112.0
1361,Resort Hotel,2,2015,August,35,4,2,6,173.25
1362,Resort Hotel,54,2015,August,35,4,2,6,121.5
1363,Resort Hotel,87,2015,August,35,5,2,7,122.86
1364,Resort Hotel,98,2015,August,35,6,2,8,130.9
1365,Resort Hotel,9,2015,August,35,5,2,7,146.0
1366,Resort Hotel,2,2015,August,36,0,1,1,154.0
1367,Resort Hotel,11,2015,August,36,0,2,2,103.5
1368,Resort Hotel,11,2015,August,36,0,2,2,103.5
1369,Resort Hotel,69,2015,August,36,1,2,3,129.33
1370,Resort Hotel,37,2015,August,36,1,2,3,115.2
1371,Resort Hotel,103,2015,August,36,1,2,3,71.72
1372,Resort Hotel,5,2015,August,36,2,2,4,106.8
1373,Resort Hotel,34,2015,August,36,2,2,4,71.69
1374,Resort Hotel,44,2015,August,36,3,2,5,136.2
1375,Resort Hotel,83,2015,August,36,4,2,6,112.33
1376,Resort Hotel,83,2015,August,36,4,2,6,112.33
1377,Resort Hotel,72,2015,August,36,4,2,6,157.67
1378,Resort Hotel,143,2015,August,36,5,2,7,165.0
1379,Resort Hotel,47,2015,August,36,5,2,7,113.43
1380,Resort Hotel,104,2015,August,36,5,2,7,161.29
1381,Resort Hotel,25,2015,August,36,5,2,7,167.86
1382,Resort Hotel,82,2015,August,36,5,2,7,103.07
1383,Resort Hotel,104,2015,August,36,5,2,7,161.29
1384,Resort Hotel,346,2015,August,36,8,4,12,96.3
1385,Resort Hotel,0,2015,August,36,0,1,1,92.86
1386,Resort Hotel,35,2015,August,36,1,1,2,128.0
1387,Resort Hotel,34,2015,August,36,1,1,2,115.2
1388,Resort Hotel,83,2015,August,36,1,1,2,80.55
1389,Resort Hotel,41,2015,August,36,2,1,3,120.33
1390,Resort Hotel,26,2015,August,36,2,1,3,126.67
1391,Resort Hotel,143,2015,August,36,2,1,3,130.33
1392,Resort Hotel,26,2015,August,36,2,1,3,75.46
1393,Resort Hotel,0,2015,August,36,2,1,3,96.33
1394,Resort Hotel,42,2015,August,36,2,1,3,117.83
1395,Resort Hotel,6,2015,August,36,2,1,3,120.33
1396,Resort Hotel,28,2015,August,36,2,1,3,98.0
1397,Resort Hotel,26,2015,August,36,3,1,4,155.5
1398,Resort Hotel,10,2015,August,36,3,1,4,122.6
1399,Resort Hotel,59,2015,August,36,3,1,4,105.5
1400,Resort Hotel,159,2015,August,36,4,1,5,101.44
1401,Resort Hotel,124,2015,August,36,5,1,6,160.0
1402,Resort Hotel,60,2015,August,36,5,1,6,120.5
1403,Resort Hotel,26,2015,August,36,5,2,7,126.29
1404,Resort Hotel,160,2015,August,36,7,3,10,87.75
1405,Resort Hotel,68,2015,August,36,8,3,11,113.55
1406,Resort Hotel,38,2015,September,36,2,0,2,123.0
1407,Resort Hotel,47,2015,September,36,2,0,2,98.0
1408,Resort Hotel,48,2015,September,36,3,0,3,151.0
1409,Resort Hotel,48,2015,September,36,3,0,3,134.67
1410,Resort Hotel,27,2015,September,36,3,0,3,153.0
1411,Resort Hotel,71,2015,September,36,3,0,3,137.67
1412,Resort Hotel,85,2015,September,36,4,0,4,111.0
1413,Resort Hotel,132,2015,September,36,4,0,4,123.0
1414,Resort Hotel,50,2015,September,36,4,0,4,119.0
1415,Resort Hotel,122,2015,September,36,4,0,4,155.0
1416,Resort Hotel,64,2015,September,36,4,0,4,109.0
1417,Resort Hotel,48,2015,September,36,4,0,4,158.0
1418,Resort Hotel,0,2015,September,36,5,0,5,128.0
1419,Resort Hotel,14,2015,September,36,2,0,2,113.0
1420,Resort Hotel,5,2015,September,36,2,0,2,113.0
1421,Resort Hotel,161,2015,September,36,5,0,5,93.12
1422,Resort Hotel,62,2015,September,36,5,0,5,128.0
1423,Resort Hotel,333,2015,September,36,5,1,6,110.7
1424,Resort Hotel,27,2015,September,36,5,2,7,101.03
1425,Resort Hotel,73,2015,September,36,5,2,7,120.71
1426,Resort Hotel,123,2015,September,36,5,2,7,82.72
1427,Resort Hotel,27,2015,September,36,5,2,7,131.0
1428,Resort Hotel,97,2015,September,36,5,2,7,120.71
1429,Resort Hotel,73,2015,September,36,5,2,7,110.71
1430,Resort Hotel,97,2015,September,36,6,2,8,136.0
1431,Resort Hotel,27,2015,September,36,6,2,8,186.0
1432,Resort Hotel,27,2015,September,36,6,2,8,114.19
1433,Resort Hotel,27,2015,September,36,6,2,8,186.0
1434,Resort Hotel,140,2015,September,36,8,2,10,86.95
1435,Resort Hotel,62,2015,September,36,10,2,12,113.0
1436,Resort Hotel,365,2015,September,36,10,4,14,82.88
1437,Resort Hotel,0,2015,September,36,1,0,1,134.0
1438,Resort Hotel,149,2015,September,36,2,0,2,155.0
1439,Resort Hotel,1,2015,September,36,2,0,2,146.0
1440,Resort Hotel,4,2015,September,36,4,0,4,154.25
1441,Resort Hotel,104,2015,September,36,4,1,5,71.69
1442,Resort Hotel,68,2015,September,36,5,2,7,150.71
1443,Resort Hotel,4,2015,September,36,5,2,7,57.0
1444,Resort Hotel,71,2015,September,36,5,2,7,153.0
1445,Resort Hotel,149,2015,September,36,6,2,8,153.0
1446,Resort Hotel,1,2015,September,36,2,0,2,131.4
1447,Resort Hotel,55,2015,September,36,3,0,3,90.4
1448,Resort Hotel,154,2015,September,36,3,0,3,88.2
1449,Resort Hotel,154,2015,September,36,3,0,3,88.2
1450,Resort Hotel,57,2015,September,36,1,0,1,65.5
1451,Resort Hotel,29,2015,September,36,3,0,3,211.0
1452,Resort Hotel,154,2015,September,36,3,0,3,80.0
1453,Resort Hotel,154,2015,September,36,3,0,3,88.2
1454,Resort Hotel,6,2015,September,36,3,0,3,88.2
1455,Resort Hotel,304,2015,September,36,3,0,3,0.0
1456,Resort Hotel,29,2015,September,36,3,1,4,109.5
1457,Resort Hotel,29,2015,September,36,3,1,4,144.9
1458,Resort Hotel,29,2015,September,36,3,1,4,79.5
1459,Resort Hotel,29,2015,September,36,3,1,4,124.5
1460,Resort Hotel,297,2015,September,36,3,1,4,123.0
1461,Resort Hotel,297,2015,September,36,3,1,4,0.0
1462,Resort Hotel,52,2015,September,36,7,2,9,113.0
1463,Resort Hotel,92,2015,September,36,7,2,9,123.0
1464,Resort Hotel,52,2015,September,36,7,2,9,166.0
1465,Resort Hotel,56,2015,September,36,8,2,10,79.5
1466,Resort Hotel,65,2015,September,36,8,2,10,79.5
1467,Resort Hotel,50,2015,September,36,5,2,7,79.5
1468,Resort Hotel,163,2015,September,36,5,2,7,91.46
1469,Resort Hotel,48,2015,September,36,8,2,10,153.0
1470,Resort Hotel,327,2015,September,36,10,4,14,62.48
1471,Resort Hotel,0,2015,September,36,1,0,1,124.1
1472,Resort Hotel,1,2015,September,36,1,0,1,117.9
1473,Resort Hotel,1,2015,September,36,1,0,1,143.0
1474,Resort Hotel,0,2015,September,36,1,0,1,131.0
1475,Resort Hotel,14,2015,September,36,2,0,2,128.0
1476,Resort Hotel,88,2015,September,36,2,0,2,167.0
1477,Resort Hotel,105,2015,September,36,2,0,2,153.0
1478,Resort Hotel,0,2015,September,36,2,0,2,172.0
1479,Resort Hotel,77,2015,September,36,2,0,2,123.0
1480,Resort Hotel,15,2015,September,36,2,0,2,146.0
1481,Resort Hotel,29,2015,September,36,2,1,3,79.5
1482,Resort Hotel,28,2015,September,36,2,1,3,116.8
1483,Resort Hotel,23,2015,September,36,2,1,3,155.0
1484,Resort Hotel,28,2015,September,36,2,1,3,79.5
1485,Resort Hotel,3,2015,September,36,2,1,3,135.0
1486,Resort Hotel,28,2015,September,36,2,1,3,116.8
1487,Resort Hotel,0,2015,September,36,2,2,4,176.0
1488,Resort Hotel,4,2015,September,36,2,2,4,151.25
1489,Resort Hotel,63,2015,September,36,3,2,5,168.0
1490,Resort Hotel,67,2015,September,36,3,2,5,123.0
1491,Resort Hotel,29,2015,September,36,6,2,8,151.88
1492,Resort Hotel,73,2015,September,36,7,2,9,153.0
1493,Resort Hotel,51,2015,September,36,7,3,10,104.8
1494,Resort Hotel,150,2015,September,36,7,3,10,183.0
1495,Resort Hotel,23,2015,September,36,4,2,6,120.0
1496,Resort Hotel,67,2015,September,36,5,2,7,97.5
1497,Resort Hotel,30,2015,September,36,1,0,1,143.5
1498,Resort Hotel,15,2015,September,36,1,1,2,163.0
1499,Resort Hotel,68,2015,September,36,4,2,6,123.0
1500,Resort Hotel,47,2015,September,36,4,2,6,171.0
1501,Resort Hotel,47,2015,September,36,4,2,6,171.0
1502,Resort Hotel,74,2015,September,36,4,2,6,143.0
1503,Resort Hotel,333,2015,September,36,5,2,7,0.0
1504,Resort Hotel,26,2015,September,36,5,2,7,156.0
1505,Resort Hotel,25,2015,September,36,1,1,2,139.5
1506,Resort Hotel,71,2015,September,36,2,2,4,113.0
1507,Resort Hotel,314,2015,September,36,5,2,7,154.14
1508,Resort Hotel,54,2015,September,36,5,2,7,98.0
1509,Resort Hotel,74,2015,September,36,5,2,7,113.0
1510,Resort Hotel,74,2015,September,36,5,2,7,107.5
1511,Resort Hotel,26,2015,September,36,5,2,7,124.8
1512,Resort Hotel,94,2015,September,36,5,2,7,153.0
1513,Resort Hotel,54,2015,September,36,5,2,7,131.0
1514,Resort Hotel,52,2015,September,36,5,2,7,111.5
1515,Resort Hotel,47,2015,September,36,5,2,7,98.0
1516,Resort Hotel,74,2015,September,36,5,2,7,123.0
1517,Resort Hotel,1,2015,September,36,6,2,8,153.0
1518,Resort Hotel,50,2015,September,36,6,2,8,123.0
1519,Resort Hotel,155,2015,September,36,6,3,9,197.0
1520,Resort Hotel,323,2015,September,36,6,4,10,97.5
1521,Resort Hotel,340,2015,September,36,6,4,10,87.75
1522,Resort Hotel,103,2015,September,36,10,4,14,83.7
1523,Resort Hotel,356,2015,September,36,10,4,14,91.77
1524,Resort Hotel,5,2015,September,37,0,0,0,0.0
1525,Resort Hotel,40,2015,September,37,0,2,2,128.0
1526,Resort Hotel,116,2015,September,37,0,2,2,98.0
1527,Resort Hotel,74,2015,September,37,1,2,3,71.69
1528,Resort Hotel,25,2015,September,37,2,2,4,114.5
1529,Resort Hotel,32,2015,September,37,0,1,1,149.0
1530,Resort Hotel,12,2015,September,37,0,1,1,123.0
1531,Resort Hotel,26,2015,September,37,3,2,5,117.8
1532,Resort Hotel,73,2015,September,37,3,2,5,98.0
1533,Resort Hotel,26,2015,September,37,3,2,5,198.0
1534,Resort Hotel,27,2015,September,37,3,2,5,124.8
1535,Resort Hotel,110,2015,September,37,3,2,5,98.0
1536,Resort Hotel,75,2015,September,37,3,2,5,89.0
1537,Resort Hotel,61,2015,September,37,4,2,6,128.0
1538,Resort Hotel,60,2015,September,37,4,2,6,146.0
1539,Resort Hotel,61,2015,September,37,4,2,6,131.0
1540,Resort Hotel,57,2015,September,37,4,2,6,98.0
1541,Resort Hotel,61,2015,September,37,4,2,6,161.0
1542,Resort Hotel,47,2015,September,37,4,2,6,79.5
1543,Resort Hotel,30,2015,September,37,5,2,7,126.29
1544,Resort Hotel,59,2015,September,37,5,2,7,105.5
1545,Resort Hotel,78,2015,September,37,5,2,7,208.14
1546,Resort Hotel,142,2015,September,37,5,2,7,103.85
1547,Resort Hotel,94,2015,September,37,5,2,7,79.5
1548,Resort Hotel,69,2015,September,37,5,2,7,113.0
1549,Resort Hotel,78,2015,September,37,5,2,7,163.0
1550,Resort Hotel,115,2015,September,37,5,2,7,107.5
1551,Resort Hotel,128,2015,September,37,5,2,7,97.5
1552,Resort Hotel,90,2015,September,37,5,3,8,113.0
1553,Resort Hotel,328,2015,September,37,6,4,10,66.15
1554,Resort Hotel,136,2015,September,37,5,2,7,99.8
1555,Resort Hotel,143,2015,September,37,6,4,10,111.96
1556,Resort Hotel,90,2015,September,37,7,4,11,139.18
1557,Resort Hotel,144,2015,September,37,10,4,14,83.15
1558,Resort Hotel,336,2015,September,37,2,1,3,0.0
1559,Resort Hotel,90,2015,September,37,3,1,4,77.6
1560,Resort Hotel,35,2015,September,37,3,1,4,144.9
1561,Resort Hotel,4,2015,September,37,4,1,5,161.0
1562,Resort Hotel,55,2015,September,37,4,1,5,131.0
1563,Resort Hotel,0,2015,September,37,4,1,5,131.0
1564,Resort Hotel,2,2015,September,37,4,1,5,188.0
1565,Resort Hotel,112,2015,September,37,5,1,6,64.29
1566,Resort Hotel,105,2015,September,37,5,1,6,98.0
1567,Resort Hotel,109,2015,September,37,5,1,6,123.0
1568,Resort Hotel,40,2015,September,37,5,2,7,117.29
1569,Resort Hotel,75,2015,September,37,5,2,7,98.0
1570,Resort Hotel,30,2015,September,37,30,10,40,0.0
1571,Resort Hotel,144,2015,September,37,7,3,10,75.96
1572,Resort Hotel,248,2015,September,37,7,3,10,83.5
1573,Resort Hotel,0,2015,September,37,2,0,2,131.0
1574,Resort Hotel,302,2015,September,37,3,0,3,84.47
1575,Resort Hotel,302,2015,September,37,3,0,3,84.47
1576,Resort Hotel,61,2015,September,37,4,0,4,156.0
1577,Resort Hotel,12,2015,September,37,4,0,4,98.0
1578,Resort Hotel,47,2015,September,37,4,0,4,117.9
1579,Resort Hotel,11,2015,September,37,4,0,4,98.0
1580,Resort Hotel,117,2015,September,37,5,2,7,101.53
1581,Resort Hotel,160,2015,September,37,5,2,7,97.54
1582,Resort Hotel,175,2015,September,37,5,2,7,91.5
1583,Resort Hotel,71,2015,September,37,6,2,8,113.0
1584,Resort Hotel,344,2015,September,37,10,4,14,58.95
1585,Resort Hotel,12,2015,September,37,5,2,7,133.0
1586,Resort Hotel,365,2015,September,37,10,4,14,76.5
1587,Resort Hotel,0,2015,September,37,1,0,1,146.0
1588,Resort Hotel,0,2015,September,37,1,0,1,146.0
1589,Resort Hotel,28,2015,September,37,1,0,1,80.0
1590,Resort Hotel,58,2015,September,37,1,0,1,68.5
1591,Resort Hotel,0,2015,September,37,1,0,1,146.0
1592,Resort Hotel,20,2015,September,37,2,0,2,124.8
1593,Resort Hotel,48,2015,September,37,2,0,2,131.0
1594,Resort Hotel,2,2015,September,37,3,0,3,146.0
1595,Resort Hotel,0,2015,September,37,1,0,1,134.0
1596,Resort Hotel,137,2015,September,37,3,0,3,86.69
1597,Resort Hotel,1,2015,September,37,4,1,5,124.4
1598,Resort Hotel,130,2015,September,37,4,2,6,65.7
1599,Resort Hotel,130,2015,September,37,4,2,6,77.7
1600,Resort Hotel,118,2015,September,37,5,2,7,59.0
1601,Resort Hotel,146,2015,September,37,5,2,7,76.5
1602,Resort Hotel,159,2015,September,37,7,2,9,82.0
1603,Resort Hotel,78,2015,September,37,7,2,9,92.67
1604,Resort Hotel,159,2015,September,37,7,2,9,82.0
1605,Resort Hotel,49,2015,September,37,4,1,5,115.4
1606,Resort Hotel,1,2015,September,37,4,1,5,158.4
1607,Resort Hotel,31,2015,September,37,3,0,3,108.0
1608,Resort Hotel,114,2015,September,37,3,1,4,87.05
1609,Resort Hotel,170,2015,September,37,3,1,4,70.98
1610,Resort Hotel,27,2015,September,37,3,1,4,119.7
1611,Resort Hotel,166,2015,September,37,3,1,4,73.8
1612,Resort Hotel,114,2015,September,37,3,1,4,87.05
1613,Resort Hotel,108,2015,September,37,3,2,5,82.44
1614,Resort Hotel,82,2015,September,37,3,2,5,153.0
1615,Resort Hotel,113,2015,September,37,5,2,7,57.54
1616,Resort Hotel,94,2015,September,37,5,2,7,120.43
1617,Resort Hotel,0,2015,September,37,1,0,1,131.0
1618,Resort Hotel,3,2015,September,37,1,0,1,0.0
1619,Resort Hotel,12,2015,September,37,2,0,2,75.46
1620,Resort Hotel,132,2015,September,37,2,0,2,82.0
1621,Resort Hotel,12,2015,September,37,2,0,2,75.46
1622,Resort Hotel,56,2015,September,37,3,0,3,208.0
1623,Resort Hotel,140,2015,September,37,5,2,7,106.25
1624,Resort Hotel,147,2015,September,37,5,2,7,70.48
1625,Resort Hotel,140,2015,September,37,5,2,7,85.0
1626,Resort Hotel,97,2015,September,37,5,2,7,83.5
1627,Resort Hotel,160,2015,September,37,5,2,7,48.88
1628,Resort Hotel,91,2015,September,37,5,2,7,73.5
1629,Resort Hotel,111,2015,September,37,7,2,9,101.5
1630,Resort Hotel,80,2015,September,37,3,1,4,133.0
1631,Resort Hotel,90,2015,September,37,8,2,10,118.2
1632,Resort Hotel,338,2015,September,37,8,2,10,66.15
1633,Resort Hotel,167,2015,September,37,10,4,14,50.15
1634,Resort Hotel,2,2015,September,37,1,0,1,112.42
1635,Resort Hotel,0,2015,September,37,1,0,1,131.0
1636,Resort Hotel,73,2015,September,37,1,0,1,68.5
1637,Resort Hotel,0,2015,September,37,1,0,1,104.8
1638,Resort Hotel,63,2015,September,37,1,0,1,117.9
1639,Resort Hotel,3,2015,September,37,1,0,1,134.0
1640,Resort Hotel,8,2015,September,37,2,0,2,113.0
1641,Resort Hotel,1,2015,September,37,2,0,2,138.5
1642,Resort Hotel,70,2015,September,37,2,0,2,146.0
1643,Resort Hotel,4,2015,September,37,2,0,2,133.0
1644,Resort Hotel,157,2015,September,37,2,1,3,153.0
1645,Resort Hotel,1,2015,September,37,2,1,3,131.0
1646,Resort Hotel,1,2015,September,37,2,1,3,135.0
1647,Resort Hotel,8,2015,September,37,3,2,5,111.2
1648,Resort Hotel,102,2015,September,37,5,2,7,57.5
1649,Resort Hotel,310,2015,September,37,5,2,7,58.95
1650,Resort Hotel,11,2015,September,37,5,2,7,77.11
1651,Resort Hotel,148,2015,September,37,5,2,7,97.99
1652,Resort Hotel,165,2015,September,37,7,3,10,51.75
1653,Resort Hotel,101,2015,September,37,1,0,1,89.0
1654,Resort Hotel,101,2015,September,37,1,0,1,153.0
1655,Resort Hotel,9,2015,September,37,2,2,4,141.5
1656,Resort Hotel,172,2015,September,37,2,2,4,36.0
1657,Resort Hotel,171,2015,September,37,2,2,4,59.13
1658,Resort Hotel,143,2015,September,37,4,2,6,66.6
1659,Resort Hotel,145,2015,September,37,4,2,6,129.0
1660,Resort Hotel,121,2015,September,37,4,2,6,82.0
1661,Resort Hotel,0,2015,September,37,5,2,7,58.05
1662,Resort Hotel,96,2015,September,37,5,2,7,95.86
1663,Resort Hotel,136,2015,September,37,5,2,7,68.45
1664,Resort Hotel,340,2015,September,37,5,2,7,0.0
1665,Resort Hotel,2,2015,September,37,5,2,7,131.14
1666,Resort Hotel,170,2015,September,37,12,6,18,72.25
1667,Resort Hotel,149,2015,September,37,5,2,7,53.1
1668,Resort Hotel,0,2015,September,38,0,1,1,123.0
1669,Resort Hotel,127,2015,September,38,0,2,2,110.7
1670,Resort Hotel,149,2015,September,38,1,2,3,73.8
1671,Resort Hotel,19,2015,September,38,2,2,4,127.75
1672,Resort Hotel,12,2015,September,38,2,2,4,110.75
1673,Resort Hotel,178,2015,September,38,2,2,4,91.0
1674,Resort Hotel,12,2015,September,38,2,2,4,122.75
1675,Resort Hotel,26,2015,September,38,3,2,5,132.6
1676,Resort Hotel,2,2015,September,38,3,2,5,124.0
1677,Resort Hotel,10,2015,September,38,3,2,5,138.6
1678,Resort Hotel,120,2015,September,38,3,2,5,107.0
1679,Resort Hotel,123,2015,September,38,4,2,6,70.2
1680,Resort Hotel,137,2015,September,38,5,2,7,66.15
1681,Resort Hotel,104,2015,September,38,5,2,7,93.21
1682,Resort Hotel,172,2015,September,38,5,3,8,53.1
1683,Resort Hotel,305,2015,September,38,7,4,11,53.1
1684,Resort Hotel,83,2015,September,38,8,4,12,105.0
1685,Resort Hotel,173,2015,September,38,8,4,12,66.15
1686,Resort Hotel,94,2015,September,38,10,4,14,79.5
1687,Resort Hotel,118,2015,September,38,10,4,14,73.5
1688,Resort Hotel,156,2015,September,38,1,1,2,58.5
1689,Resort Hotel,21,2015,September,38,2,1,3,132.0
1690,Resort Hotel,17,2015,September,38,2,1,3,120.0
1691,Resort Hotel,128,2015,September,38,4,1,5,73.5
1692,Resort Hotel,34,2015,September,38,4,1,5,212.83
1693,Resort Hotel,19,2015,September,38,4,1,5,120.08
1694,Resort Hotel,108,2015,September,38,4,1,5,77.2
1695,Resort Hotel,25,2015,September,38,4,1,5,160.8
1696,Resort Hotel,107,2015,September,38,5,1,6,76.67
1697,Resort Hotel,11,2015,September,38,5,1,6,100.5
1698,Resort Hotel,94,2015,September,38,5,1,6,89.0
1699,Resort Hotel,83,2015,September,38,5,3,8,95.0
1700,Resort Hotel,84,2015,September,38,10,4,14,103.51
1701,Resort Hotel,135,2015,September,38,20,8,28,82.0
1702,Resort Hotel,11,2015,September,38,2,1,3,160.0
1703,Resort Hotel,5,2015,September,38,1,0,1,146.0
1704,Resort Hotel,175,2015,September,38,4,0,4,0.0
1705,Resort Hotel,105,2015,September,38,4,0,4,68.4
1706,Resort Hotel,99,2015,September,38,5,0,5,55.79
1707,Resort Hotel,81,2015,September,38,5,0,5,103.8
1708,Resort Hotel,152,2015,September,38,5,1,6,99.0
1709,Resort Hotel,103,2015,September,38,5,2,7,122.14
1710,Resort Hotel,96,2015,September,38,5,2,7,90.14
1711,Resort Hotel,124,2015,September,38,7,2,9,73.5
1712,Resort Hotel,354,2015,September,38,10,4,14,68.88
1713,Resort Hotel,116,2015,September,38,11,4,15,74.53
1714,Resort Hotel,119,2015,September,38,10,4,14,71.66
1715,Resort Hotel,1,2015,September,38,1,0,1,74.0
1716,Resort Hotel,0,2015,September,38,1,0,1,74.0
1717,Resort Hotel,5,2015,September,38,1,0,1,66.6
1718,Resort Hotel,0,2015,September,38,1,0,1,8.0
1719,Resort Hotel,46,2015,September,38,1,0,1,62.0
1720,Resort Hotel,0,2015,September,38,1,0,1,79.0
1721,Resort Hotel,0,2015,September,38,1,0,1,65.0
1722,Resort Hotel,0,2015,September,38,1,0,1,58.5
1723,Resort Hotel,6,2015,September,38,2,0,2,55.0
1724,Resort Hotel,44,2015,September,38,2,0,2,74.0
1725,Resort Hotel,42,2015,September,38,3,0,3,86.0
1726,Resort Hotel,64,2015,September,38,3,0,3,129.0
1727,Resort Hotel,65,2015,September,38,3,0,3,129.0
1728,Resort Hotel,93,2015,September,38,3,0,3,129.0
1729,Resort Hotel,72,2015,September,38,3,0,3,83.0
1730,Resort Hotel,42,2015,September,38,3,0,3,74.0
1731,Resort Hotel,65,2015,September,38,4,0,4,77.75
1732,Resort Hotel,121,2015,September,38,4,0,4,74.0
1733,Resort Hotel,104,2015,September,38,4,1,5,66.6
1734,Resort Hotel,1,2015,September,38,4,0,4,150.25
1735,Resort Hotel,56,2015,September,38,4,1,5,92.0
1736,Resort Hotel,114,2015,September,38,5,2,7,85.5
1737,Resort Hotel,85,2015,September,38,5,2,7,71.2
1738,Resort Hotel,65,2015,September,38,4,2,6,81.5
1739,Resort Hotel,95,2015,September,38,10,4,14,89.0
1740,Resort Hotel,97,2015,September,38,5,2,7,89.0
1741,Resort Hotel,97,2015,September,38,5,2,7,66.6
1742,Resort Hotel,6,2015,September,38,1,0,1,71.2
1743,Resort Hotel,78,2015,September,38,2,0,2,66.6
1744,Resort Hotel,1,2015,September,38,0,0,0,0.0
1745,Resort Hotel,50,2015,September,38,1,0,1,111.0
1746,Resort Hotel,0,2015,September,38,1,0,1,106.2
1747,Resort Hotel,105,2015,September,38,2,0,2,83.0
1748,Resort Hotel,110,2015,September,38,3,1,4,65.0
1749,Resort Hotel,138,2015,September,38,3,2,5,74.0
1750,Resort Hotel,89,2015,September,38,3,2,5,89.0
1751,Resort Hotel,62,2015,September,38,3,2,5,83.0
1752,Resort Hotel,110,2015,September,38,3,1,4,74.0
1753,Resort Hotel,76,2015,September,38,5,2,7,84.71
1754,Resort Hotel,87,2015,September,38,5,2,7,59.2
1755,Resort Hotel,35,2015,September,38,5,2,7,114.0
1756,Resort Hotel,104,2015,September,38,5,2,7,73.5
1757,Resort Hotel,66,2015,September,38,5,2,7,109.71
1758,Resort Hotel,34,2015,September,38,5,2,7,90.43
1759,Resort Hotel,131,2015,September,38,10,4,14,80.63
1760,Resort Hotel,167,2015,September,38,10,4,14,45.9
1761,Resort Hotel,7,2015,September,38,2,0,2,120.0
1762,Resort Hotel,7,2015,September,38,2,0,2,114.0
1763,Resort Hotel,71,2015,September,38,2,1,3,81.6
1764,Resort Hotel,101,2015,September,38,2,1,3,83.0
1765,Resort Hotel,48,2015,September,38,2,1,3,113.0
1766,Resort Hotel,99,2015,September,38,2,1,3,81.2
1767,Resort Hotel,102,2015,September,38,2,1,3,59.2
1768,Resort Hotel,32,2015,September,38,2,2,4,126.0
1769,Resort Hotel,71,2015,September,38,3,2,5,99.5
1770,Resort Hotel,102,2015,September,38,4,2,6,99.0
1771,Resort Hotel,127,2015,September,38,5,2,7,73.5
1772,Resort Hotel,119,2015,September,38,5,2,7,85.0
1773,Resort Hotel,77,2015,September,38,7,2,9,87.33
1774,Resort Hotel,79,2015,September,38,7,3,10,75.1
1775,Resort Hotel,4,2015,September,38,1,1,2,59.0
1776,Resort Hotel,65,2015,September,38,2,2,4,122.0
1777,Resort Hotel,61,2015,September,38,2,2,4,120.0
1778,Resort Hotel,36,2015,September,38,2,2,4,162.0
1779,Resort Hotel,124,2015,September,38,3,2,5,83.0
1780,Resort Hotel,33,2015,September,38,3,2,5,152.0
1781,Resort Hotel,68,2015,September,38,3,2,5,114.0
1782,Resort Hotel,99,2015,September,38,3,2,5,127.0
1783,Resort Hotel,99,2015,September,38,5,2,7,69.83
1784,Resort Hotel,85,2015,September,38,5,2,7,102.93
1785,Resort Hotel,110,2015,September,38,5,2,7,65.1
1786,Resort Hotel,75,2015,September,38,5,2,7,96.26
1787,Resort Hotel,33,2015,September,38,5,2,7,124.74
1788,Resort Hotel,347,2015,September,38,5,2,7,0.0
1789,Resort Hotel,65,2015,September,38,5,2,7,89.0
1790,Resort Hotel,35,2015,September,38,5,2,7,104.0
1791,Resort Hotel,87,2015,September,38,6,4,10,59.2
1792,Resort Hotel,128,2015,September,38,6,4,10,138.29
1793,Resort Hotel,92,2015,September,38,10,4,14,125.71
1794,Resort Hotel,114,2015,September,39,2,2,4,66.6
1795,Resort Hotel,65,2015,September,39,2,2,4,116.0
1796,Resort Hotel,106,2015,September,39,4,2,6,95.4
1797,Resort Hotel,83,2015,September,39,5,2,7,100.93
1798,Resort Hotel,158,2015,September,39,5,2,7,66.6
1799,Resort Hotel,86,2015,September,39,5,2,7,74.93
1800,Resort Hotel,103,2015,September,39,5,2,7,58.98
1801,Resort Hotel,125,2015,September,39,5,2,7,58.93
